#2018-10-15
#15:25
#Balayage par: glaliber
#ScanTask Size: 101,101


#Tools.Ind Point(Point)        	Tools.ScanPar(Arb)            	Tools.Temps Abs(ms)           	Tools.Random Number(Arb)      	Tools.Crb 1 Dat(Arb)          
88E+0	17E+0	3.6224765366820097E+9	678.49151183340362E-3	0E+0
89E+0	17E+0	3.6224765368990097E+9	441.59457574173744E-3	0E+0
90E+0	17E+0	3.6224765371150098E+9	822.36905122279569E-3	0E+0
91E+0	17E+0	3.6224765373360095E+9	14.777551190488847E-3	0E+0
92E+0	17E+0	3.6224765375520096E+9	265.46411168443718E-3	0E+0
93E+0	17E+0	3.6224765377710099E+9	17.619788911825696E-3	0E+0
94E+0	17E+0	3.6224765379880099E+9	343.20102040984857E-3	0E+0
95E+0	17E+0	3.6224765382090096E+9	595.98719990572624E-3	0E+0
96E+0	17E+0	3.6224765384280095E+9	110.87184365492586E-3	0E+0
97E+0	17E+0	3.6224765386440096E+9	518.19572428902005E-3	0E+0
98E+0	17E+0	3.6224765388640099E+9	773.5540906253564E-3	0E+0
99E+0	17E+0	3.6224765390860095E+9	321.07078458179861E-3	0E+0
100E+0	17E+0	3.6224765393090095E+9	346.64872402495295E-3	0E+0
0E+0	18E+0	3.6224765395250096E+9	254.72074664007027E-3	0E+0
1E+0	18E+0	3.6224765397440095E+9	718.1144849919916E-3	0E+0
2E+0	18E+0	3.6224765399620099E+9	265.46776557877605E-3	0E+0
3E+0	18E+0	3.6224765401830096E+9	668.14149087584118E-3	0E+0
4E+0	18E+0	3.6224765404060097E+9	542.79207558057596E-3	0E+0
5E+0	18E+0	3.6224765406270099E+9	191.07666473227436E-3	0E+0
6E+0	18E+0	3.6224765408480096E+9	395.91376888555563E-3	0E+0
7E+0	18E+0	3.6224765410670099E+9	566.16569668846706E-3	0E+0
8E+0	18E+0	3.6224765412910099E+9	62.096183643374214E-3	0E+0
9E+0	18E+0	3.6224765415100098E+9	349.07583718159585E-3	0E+0
10E+0	18E+0	3.6224765417310095E+9	4.5531126326232574E-3	0E+0
11E+0	18E+0	3.6224765419490099E+9	107.22175389838795E-3	0E+0
12E+0	18E+0	3.6224765421680098E+9	745.554857345468E-3	0E+0
13E+0	18E+0	3.6224765423920097E+9	508.23396450642444E-3	0E+0
14E+0	18E+0	3.6224765426160097E+9	219.18982840228507E-3	0E+0
15E+0	18E+0	3.6224765428380098E+9	253.46917117063783E-3	0E+0
16E+0	18E+0	3.6224765430570097E+9	411.44840754217338E-3	0E+0
17E+0	18E+0	3.6224765432750096E+9	160.00419912611674E-3	0E+0
18E+0	18E+0	3.6224765434990096E+9	999.56777308488265E-3	0E+0
19E+0	18E+0	3.6224765437200098E+9	385.55901851075935E-3	0E+0
20E+0	18E+0	3.6224765439410095E+9	103.38449175198061E-3	0E+0
21E+0	18E+0	3.6224765441620097E+9	876.15780409005994E-3	0E+0
22E+0	18E+0	3.6224765443860097E+9	889.48256772655765E-3	0E+0
23E+0	18E+0	3.6224765446050096E+9	583.80642905317415E-3	0E+0
24E+0	18E+0	3.6224765448290095E+9	369.65445842523192E-3	0E+0
25E+0	18E+0	3.6224765450500097E+9	383.10326608804046E-3	0E+0
26E+0	18E+0	3.6224765452700095E+9	201.09655794015602E-3	0E+0
27E+0	18E+0	3.6224765454950099E+9	656.13094462391386E-3	0E+0
28E+0	18E+0	3.6224765457170095E+9	657.48981162881837E-3	0E+0
29E+0	18E+0	3.6224765459400096E+9	7.1121645467739913E-3	0E+0
30E+0	18E+0	3.6224765461680098E+9	295.64206314423425E-3	0E+0
31E+0	18E+0	3.6224765463930097E+9	128.81657743110919E-3	0E+0
32E+0	18E+0	3.6224765466140099E+9	877.06153578936274E-3	0E+0
33E+0	18E+0	3.6224765468420095E+9	26.166144259477164E-3	0E+0
34E+0	18E+0	3.6224765470630097E+9	871.008132728885E-3	0E+0
35E+0	18E+0	3.6224765472840099E+9	242.07360461968896E-3	0E+0
36E+0	18E+0	3.6224765475110097E+9	376.28308272363831E-3	0E+0
37E+0	18E+0	3.6224765477350097E+9	356.4467225660698E-3	0E+0
38E+0	18E+0	3.6224765479580097E+9	258.62862292695654E-3	0E+0
39E+0	18E+0	3.6224765481820097E+9	922.02812050055061E-3	0E+0
40E+0	18E+0	3.6224765484130096E+9	451.06466978439985E-3	0E+0
41E+0	18E+0	3.6224765486390095E+9	705.16875058555284E-3	0E+0
42E+0	18E+0	3.6224765488670096E+9	940.23379626735259E-3	0E+0
43E+0	18E+0	3.6224765490900097E+9	918.30740987549853E-3	0E+0
44E+0	18E+0	3.6224765493130097E+9	862.30288830363688E-3	0E+0
45E+0	18E+0	3.6224765495400095E+9	189.46121463886034E-3	0E+0
46E+0	18E+0	3.6224765497670097E+9	41.309225385942616E-3	0E+0
47E+0	18E+0	3.6224765499910097E+9	208.5957895474575E-3	0E+0
48E+0	18E+0	3.6224765502170095E+9	933.41361882270801E-3	0E+0
49E+0	18E+0	3.6224765504500098E+9	180.63450272426729E-3	0E+0
50E+0	18E+0	3.6224765506740098E+9	47.598400543471975E-3	0E+0
51E+0	18E+0	3.6224765509030099E+9	228.78979332510707E-3	0E+0
52E+0	18E+0	3.6224765511330099E+9	681.27294623764512E-3	0E+0
53E+0	18E+0	3.6224765513570099E+9	501.42473606824423E-3	0E+0
54E+0	18E+0	3.6224765515870099E+9	723.7170127112178E-3	0E+0
55E+0	18E+0	3.6224765518150096E+9	268.2362172461894E-3	0E+0
56E+0	18E+0	3.6224765520400095E+9	438.72105715617593E-3	0E+0
57E+0	18E+0	3.6224765522700095E+9	858.68964810134885E-3	0E+0
58E+0	18E+0	3.6224765525000095E+9	834.89325855188046E-3	0E+0
59E+0	18E+0	3.6224765527280097E+9	161.55405594385019E-3	0E+0
60E+0	18E+0	3.6224765529560099E+9	958.89667903762055E-3	0E+0
61E+0	18E+0	3.6224765531820097E+9	757.59058406295221E-3	0E+0
62E+0	18E+0	3.6224765534070096E+9	51.372574806260562E-3	0E+0
63E+0	18E+0	3.6224765536380095E+9	743.97096849701549E-3	0E+0
64E+0	18E+0	3.6224765538660097E+9	376.03780746714555E-3	0E+0
65E+0	18E+0	3.6224765540920095E+9	215.03103079139074E-3	0E+0
66E+0	18E+0	3.6224765543180099E+9	123.69597968469526E-3	0E+0
67E+0	18E+0	3.6224765545490098E+9	582.80252220126483E-3	0E+0
68E+0	18E+0	3.6224765547810097E+9	874.16217381237293E-3	0E+0
69E+0	18E+0	3.6224765550090098E+9	688.60528945321486E-3	0E+0
70E+0	18E+0	3.6224765552380099E+9	923.40953265678427E-3	0E+0
71E+0	18E+0	3.6224765554650097E+9	711.43765477142362E-3	0E+0
72E+0	18E+0	3.6224765556990099E+9	627.97083165732181E-3	0E+0
73E+0	18E+0	3.6224765559290099E+9	14.750008862307151E-3	0E+0
74E+0	18E+0	3.6224765561570096E+9	440.82321151725345E-3	0E+0
75E+0	18E+0	3.6224765563840098E+9	519.14996390242241E-3	0E+0
76E+0	18E+0	3.6224765566170096E+9	64.482655578397052E-3	0E+0
77E+0	18E+0	3.6224765568470097E+9	896.98359063833188E-3	0E+0
78E+0	18E+0	3.6224765570760097E+9	190.5800171720029E-3	0E+0
79E+0	18E+0	3.6224765573080096E+9	430.20904154948836E-3	0E+0
80E+0	18E+0	3.6224765575380096E+9	469.50723690547957E-3	0E+0
81E+0	18E+0	3.6224765577700095E+9	768.7304294779751E-3	0E+0
82E+0	18E+0	3.6224765580040097E+9	660.98360349678309E-3	0E+0
83E+0	18E+0	3.6224765582350097E+9	478.67080072268031E-3	0E+0
84E+0	18E+0	3.6224765584640098E+9	651.06187985665875E-3	0E+0
85E+0	18E+0	3.6224765586990099E+9	491.59142637912057E-3	0E+0
86E+0	18E+0	3.6224765589310098E+9	886.62237627664764E-3	0E+0
87E+0	18E+0	3.6224765591630096E+9	895.93268809654236E-3	0E+0
88E+0	18E+0	3.6224765593930097E+9	120.92991140030751E-3	0E+0
89E+0	18E+0	3.6224765596280098E+9	376.05763271581893E-3	0E+0
90E+0	18E+0	3.6224765598590097E+9	981.66796046261395E-3	0E+0
91E+0	18E+0	3.6224765600890098E+9	462.20461437253957E-3	0E+0
92E+0	18E+0	3.6224765603190098E+9	440.0238750559633E-3	0E+0
93E+0	18E+0	3.6224765605480099E+9	288.0974038062496E-3	0E+0
94E+0	18E+0	3.6224765607860098E+9	579.6477660787257E-3	0E+0
95E+0	18E+0	3.6224765610170097E+9	855.08212452037036E-3	0E+0
96E+0	18E+0	3.6224765612490096E+9	338.72132063279103E-3	0E+0
97E+0	18E+0	3.6224765614790096E+9	266.21458048674351E-3	0E+0
98E+0	18E+0	3.6224765617140098E+9	82.278072255608237E-3	0E+0
99E+0	18E+0	3.6224765619470096E+9	485.23838809448461E-3	0E+0
100E+0	18E+0	3.6224765621800098E+9	881.2556228153674E-3	0E+0
0E+0	19E+0	3.6224765624110098E+9	654.65501110421798E-3	0E+0
1E+0	19E+0	3.6224765626510096E+9	682.28403346383248E-3	0E+0
2E+0	19E+0	3.6224765628850098E+9	729.12683235823805E-3	0E+0
3E+0	19E+0	3.6224765631260095E+9	963.80301936666712E-3	0E+0
4E+0	19E+0	3.6224765633640099E+9	425.64130653975707E-3	0E+0
5E+0	19E+0	3.6224765635960097E+9	952.38985651658292E-3	0E+0
6E+0	19E+0	3.6224765638390098E+9	118.25822254927987E-3	0E+0
7E+0	19E+0	3.6224765640700097E+9	681.82586622390051E-3	0E+0
8E+0	19E+0	3.6224765643060098E+9	307.04807938833811E-3	0E+0
9E+0	19E+0	3.6224765645370097E+9	230.10313490047984E-3	0E+0
10E+0	19E+0	3.6224765647770095E+9	775.44225180075821E-3	0E+0
11E+0	19E+0	3.6224765650100098E+9	373.54029892622997E-3	0E+0
12E+0	19E+0	3.6224765652460098E+9	159.58867834585444E-3	0E+0
13E+0	19E+0	3.6224765654800096E+9	443.58344669324135E-3	0E+0
14E+0	19E+0	3.6224765657190099E+9	556.50940460723675E-3	0E+0
15E+0	19E+0	3.6224765659540095E+9	237.49014475420749E-3	0E+0
16E+0	19E+0	3.6224765661880097E+9	691.25737700795198E-3	0E+0
17E+0	19E+0	3.6224765664200096E+9	787.96864474832584E-3	0E+0
18E+0	19E+0	3.6224765666540098E+9	971.66569173957318E-3	0E+0
19E+0	19E+0	3.6224765668950095E+9	814.38008981713228E-3	0E+0
20E+0	19E+0	3.6224765671270099E+9	61.66271611579921E-3	0E+0
21E+0	19E+0	3.6224765673610096E+9	908.05996415213097E-3	0E+0
22E+0	19E+0	3.6224765675960097E+9	682.26775354826374E-3	0E+0
23E+0	19E+0	3.6224765678370099E+9	214.26985729723547E-3	0E+0
24E+0	19E+0	3.6224765680720096E+9	171.71925287654055E-3	0E+0
25E+0	19E+0	3.6224765683080096E+9	970.00635771633359E-3	0E+0
26E+0	19E+0	3.6224765685430098E+9	914.24114142577162E-3	0E+0
27E+0	19E+0	3.6224765687890096E+9	241.14677690793784E-3	0E+0
28E+0	19E+0	3.6224765690250096E+9	235.72437866303275E-3	0E+0
29E+0	19E+0	3.6224765692640095E+9	325.81685063808385E-3	0E+0
30E+0	19E+0	3.6224765695000095E+9	460.51006384595072E-3	0E+0
31E+0	19E+0	3.6224765697390099E+9	258.18138957905568E-3	0E+0
32E+0	19E+0	3.6224765699790096E+9	869.09660403186373E-3	0E+0
33E+0	19E+0	3.6224765702180095E+9	398.33352207236183E-3	0E+0
34E+0	19E+0	3.6224765704570098E+9	727.94880129110795E-3	0E+0
35E+0	19E+0	3.6224765707140098E+9	608.53531074088318E-3	0E+0
36E+0	19E+0	3.6224765709590096E+9	597.57024268551706E-3	0E+0
37E+0	19E+0	3.6224765712130098E+9	743.41327715441607E-3	0E+0
38E+0	19E+0	3.6224765714490099E+9	209.29916690084305E-3	0E+0
39E+0	19E+0	3.6224765716940098E+9	787.21137304544242E-3	0E+0
40E+0	19E+0	3.6224765719420099E+9	820.21866316996062E-3	0E+0
41E+0	19E+0	3.6224765721940098E+9	222.57880553685183E-3	0E+0
42E+0	19E+0	3.6224765724430099E+9	315.03877853054618E-3	0E+0
43E+0	19E+0	3.6224765726830096E+9	681.51041217140151E-3	0E+0
44E+0	19E+0	3.6224765729420099E+9	713.94766671199839E-3	0E+0
45E+0	19E+0	3.6224765731950097E+9	292.98039562196232E-3	0E+0
46E+0	19E+0	3.6224765734500098E+9	702.99713798252794E-3	0E+0
47E+0	19E+0	3.6224765736910095E+9	702.73369544444209E-3	0E+0
48E+0	19E+0	3.6224765739370098E+9	884.77329512826475E-3	0E+0
49E+0	19E+0	3.6224765741830096E+9	493.26678174385541E-3	0E+0
50E+0	19E+0	3.6224765744510097E+9	549.43382127113871E-3	0E+0
51E+0	19E+0	3.6224765746990099E+9	377.49530569729428E-3	0E+0
52E+0	19E+0	3.6224765749490099E+9	860.81282194999475E-3	0E+0
53E+0	19E+0	3.6224765752000098E+9	37.479826018003148E-3	0E+0
54E+0	19E+0	3.6224765754380097E+9	633.08234914699812E-3	0E+0
55E+0	19E+0	3.6224765756780095E+9	508.21001283814726E-3	0E+0
56E+0	19E+0	3.6224765759310098E+9	91.187768907724287E-3	0E+0
57E+0	19E+0	3.6224765761700096E+9	649.60821815366687E-3	0E+0
58E+0	19E+0	3.6224765764140096E+9	468.14303891310161E-3	0E+0
59E+0	19E+0	3.6224765766520095E+9	717.31546351364495E-3	0E+0
60E+0	19E+0	3.6224765769030099E+9	614.27030744976263E-3	0E+0
61E+0	19E+0	3.6224765771650095E+9	693.86444268582448E-3	0E+0
62E+0	19E+0	3.6224765774200096E+9	942.7357546813705E-3	0E+0
63E+0	19E+0	3.6224765776610098E+9	554.86197670935855E-3	0E+0
64E+0	19E+0	3.6224765779110098E+9	946.32872184529226E-3	0E+0
65E+0	19E+0	3.6224765781490097E+9	347.15044797569772E-3	0E+0
66E+0	19E+0	3.6224765783880095E+9	318.06795915595609E-3	0E+0
67E+0	19E+0	3.6224765786280098E+9	899.64105800449667E-3	0E+0
68E+0	19E+0	3.6224765788850098E+9	84.246085340746513E-3	0E+0
69E+0	19E+0	3.6224765791370096E+9	423.84965519174012E-3	0E+0
70E+0	19E+0	3.6224765793770099E+9	475.43965542374389E-3	0E+0
71E+0	19E+0	3.6224765796170096E+9	757.63764852229842E-3	0E+0
72E+0	19E+0	3.6224765798600097E+9	380.60551734809489E-3	0E+0
73E+0	19E+0	3.6224765801050096E+9	55.531662931267878E-3	0E+0
74E+0	19E+0	3.6224765803480096E+9	558.66770689428424E-3	0E+0
75E+0	19E+0	3.6224765805880098E+9	58.959147659781497E-3	0E+0
76E+0	19E+0	3.6224765808360095E+9	333.38142490103184E-3	0E+0
77E+0	19E+0	3.6224765810820098E+9	891.49965923916219E-3	0E+0
78E+0	19E+0	3.6224765813260097E+9	550.63483481295516E-3	0E+0
79E+0	19E+0	3.6224765815680099E+9	802.32463562822787E-3	0E+0
80E+0	19E+0	3.6224765818100095E+9	759.74079548393558E-3	0E+0
81E+0	19E+0	3.6224765820580096E+9	424.79967209980951E-3	0E+0
82E+0	19E+0	3.6224765823030095E+9	211.29690914786581E-3	0E+0
83E+0	19E+0	3.6224765825440097E+9	485.52995046935488E-3	0E+0
84E+0	19E+0	3.6224765827860098E+9	41.886252399074841E-3	0E+0
85E+0	19E+0	3.6224765830330095E+9	826.94810303910415E-3	0E+0
86E+0	19E+0	3.6224765832750096E+9	52.088700519241193E-3	0E+0
87E+0	19E+0	3.6224765835150099E+9	117.45404061850495E-3	0E+0
88E+0	19E+0	3.6224765837570095E+9	522.05553008516659E-3	0E+0
89E+0	19E+0	3.6224765840080099E+9	97.28002414247916E-3	0E+0
90E+0	19E+0	3.6224765842490096E+9	50.696403517886957E-3	0E+0
91E+0	19E+0	3.6224765844900098E+9	941.62421446440436E-3	0E+0
92E+0	19E+0	3.6224765847340097E+9	875.22598508907579E-3	0E+0
93E+0	19E+0	3.6224765849770098E+9	877.03467877954044E-3	0E+0
94E+0	19E+0	3.6224765852230096E+9	82.216830487039871E-3	0E+0
95E+0	19E+0	3.6224765854660096E+9	875.62692306025114E-3	0E+0
96E+0	19E+0	3.6224765857100096E+9	447.09239911522469E-3	0E+0
97E+0	19E+0	3.6224765859550099E+9	54.564473817864556E-3	0E+0
98E+0	19E+0	3.6224765862040095E+9	792.51806051770535E-3	0E+0
99E+0	19E+0	3.6224765864480095E+9	936.26488253479667E-3	0E+0
100E+0	19E+0	3.6224765866910095E+9	586.2482821943662E-3	0E+0
0E+0	20E+0	3.6224765869360099E+9	720.65399536054087E-3	0E+0
1E+0	20E+0	3.6224765871830096E+9	686.95825001472821E-3	0E+0
2E+0	20E+0	3.6224765874300098E+9	60.704358305012196E-3	0E+0
3E+0	20E+0	3.6224765876730099E+9	592.69053683148654E-3	0E+0
4E+0	20E+0	3.6224765879190097E+9	670.92980383324496E-3	0E+0
5E+0	20E+0	3.6224765881680098E+9	407.41682784035671E-3	0E+0
6E+0	20E+0	3.6224765884160099E+9	92.359728062137991E-3	0E+0
7E+0	20E+0	3.6224765886590099E+9	817.92706171916096E-3	0E+0
8E+0	20E+0	3.6224765889070096E+9	52.392490624689536E-3	0E+0
9E+0	20E+0	3.6224765891560097E+9	14.339374876810584E-3	0E+0
10E+0	20E+0	3.6224765894000096E+9	407.71500580303699E-3	0E+0
11E+0	20E+0	3.6224765896460099E+9	827.97810462558952E-3	0E+0
12E+0	20E+0	3.6224765898950095E+9	624.98766592026955E-3	0E+0
13E+0	20E+0	3.6224765901950097E+9	60.994068033725757E-3	0E+0
14E+0	20E+0	3.6224765904500098E+9	764.17917608308139E-3	0E+0
15E+0	20E+0	3.6224765906940098E+9	831.38925984059808E-3	0E+0
16E+0	20E+0	3.6224765909410095E+9	956.93728832950509E-3	0E+0
17E+0	20E+0	3.6224765911920099E+9	227.75962562339824E-3	0E+0
18E+0	20E+0	3.6224765914800096E+9	942.65448806615082E-3	0E+0
19E+0	20E+0	3.6224765917250099E+9	771.01250085992556E-3	0E+0
20E+0	20E+0	3.6224765919710097E+9	230.91281825876009E-3	0E+0
21E+0	20E+0	3.6224765922220097E+9	846.1856089929094E-3	0E+0
22E+0	20E+0	3.6224765924700098E+9	303.77378029354052E-3	0E+0
23E+0	20E+0	3.6224765927180095E+9	69.763745115228204E-3	0E+0
24E+0	20E+0	3.6224765929640098E+9	37.635240211282728E-3	0E+0
25E+0	20E+0	3.6224765932140098E+9	544.04814464521878E-3	0E+0
26E+0	20E+0	3.6224765934730096E+9	174.28233300445828E-3	0E+0
27E+0	20E+0	3.6224765937360096E+9	121.95828457949687E-3	0E+0
28E+0	20E+0	3.6224765940130095E+9	654.93605184066084E-3	0E+0
29E+0	20E+0	3.6224765942720098E+9	193.87032246438385E-3	0E+0
30E+0	20E+0	3.6224765945240097E+9	456.36472520582849E-3	0E+0
31E+0	20E+0	3.6224765947720098E+9	879.32218708516663E-3	0E+0
32E+0	20E+0	3.6224765950200095E+9	232.99228645539327E-3	0E+0
33E+0	20E+0	3.6224765952710099E+9	504.76561643806139E-3	0E+0
34E+0	20E+0	3.6224765955190096E+9	503.7221088460675E-3	0E+0
35E+0	20E+0	3.6224765957670097E+9	112.00508217158989E-3	0E+0
36E+0	20E+0	3.6224765960150099E+9	220.58992383134846E-3	0E+0
37E+0	20E+0	3.6224765962670097E+9	545.92736059828417E-3	0E+0
38E+0	20E+0	3.6224765965160098E+9	362.49889025444726E-3	0E+0
39E+0	20E+0	3.6224765967650099E+9	564.75799246443037E-3	0E+0
40E+0	20E+0	3.6224765970140095E+9	233.28507862297099E-3	0E+0
41E+0	20E+0	3.6224765972650099E+9	925.85821560321613E-3	0E+0
42E+0	20E+0	3.6224765975130095E+9	284.23949004831073E-3	0E+0
43E+0	20E+0	3.6224765977630095E+9	404.98724899987404E-3	0E+0
44E+0	20E+0	3.6224765980120096E+9	814.25742342497676E-3	0E+0
45E+0	20E+0	3.6224765982670097E+9	242.42260555598411E-3	0E+0
46E+0	20E+0	3.6224765985180097E+9	517.58829449959565E-3	0E+0
47E+0	20E+0	3.6224765987680097E+9	414.41231679420154E-3	0E+0
48E+0	20E+0	3.6224765990160098E+9	437.83256464940079E-3	0E+0
49E+0	20E+0	3.6224765992700095E+9	706.88160257032062E-3	0E+0
50E+0	20E+0	3.6224765995230098E+9	242.48962260661311E-3	0E+0
51E+0	20E+0	3.6224765997750096E+9	665.78531322834955E-3	0E+0
52E+0	20E+0	3.6224766000250096E+9	161.30709500047091E-3	0E+0
53E+0	20E+0	3.6224766002780099E+9	543.91068770667772E-3	0E+0
54E+0	20E+0	3.6224766005310097E+9	42.749438477693857E-3	0E+0
55E+0	20E+0	3.6224766007840099E+9	924.40108779591124E-3	0E+0
56E+0	20E+0	3.6224766010340099E+9	346.47679524919406E-3	0E+0
57E+0	20E+0	3.6224766012850099E+9	332.73833852419754E-3	0E+0
58E+0	20E+0	3.6224766015360098E+9	472.35788075155272E-3	0E+0
59E+0	20E+0	3.6224766017870097E+9	682.37858653819505E-3	0E+0
60E+0	20E+0	3.6224766020380096E+9	884.35413459247725E-3	0E+0
61E+0	20E+0	3.6224766022880096E+9	357.37573613504114E-3	0E+0
62E+0	20E+0	3.6224766025430098E+9	248.19235231717829E-3	0E+0
63E+0	20E+0	3.6224766027990098E+9	655.47927021846308E-3	0E+0
64E+0	20E+0	3.6224766030500097E+9	307.04030599853227E-3	0E+0
65E+0	20E+0	3.6224766033010097E+9	248.41485747305736E-3	0E+0
66E+0	20E+0	3.6224766035570097E+9	817.36220453664399E-3	0E+0
67E+0	20E+0	3.6224766038090095E+9	670.28857667361308E-3	0E+0
68E+0	20E+0	3.6224766040620098E+9	434.69305523100465E-3	0E+0
69E+0	20E+0	3.6224766043120098E+9	660.18577194240891E-3	0E+0
70E+0	20E+0	3.6224766045700097E+9	226.02116476262335E-3	0E+0
71E+0	20E+0	3.6224766048250098E+9	796.44842379895919E-3	0E+0
72E+0	20E+0	3.6224766050770097E+9	816.5690239664074E-3	0E+0
73E+0	20E+0	3.6224766053260097E+9	715.93650993079005E-3	0E+0
74E+0	20E+0	3.6224766055870099E+9	184.44096100603513E-3	0E+0
75E+0	20E+0	3.6224766058430095E+9	18.281843216167326E-3	0E+0
76E+0	20E+0	3.6224766060980096E+9	35.718545884170672E-3	0E+0
77E+0	20E+0	3.6224766063500099E+9	786.43204620668983E-3	0E+0
78E+0	20E+0	3.6224766066120095E+9	84.712217398692502E-3	0E+0
79E+0	20E+0	3.6224766068680096E+9	223.57287049796382E-3	0E+0
80E+0	20E+0	3.6224766071210098E+9	256.06321430402446E-3	0E+0
81E+0	20E+0	3.6224766073730097E+9	576.56527341470465E-3	0E+0
82E+0	20E+0	3.6224766076300096E+9	696.104723216589E-3	0E+0
83E+0	20E+0	3.6224766078860097E+9	956.85721993298645E-3	0E+0
84E+0	20E+0	3.6224766081390095E+9	598.90827898197974E-3	0E+0
85E+0	20E+0	3.6224766083930097E+9	271.17202990267719E-3	0E+0
86E+0	20E+0	3.6224766086510096E+9	53.156212180536011E-3	0E+0
87E+0	20E+0	3.6224766089080095E+9	867.57078300579904E-3	0E+0
88E+0	20E+0	3.6224766091620097E+9	90.961362766298182E-3	0E+0
89E+0	20E+0	3.6224766094160099E+9	806.1034314973079E-3	0E+0
90E+0	20E+0	3.6224766096740098E+9	836.25608828736331E-3	0E+0
91E+0	20E+0	3.6224766099300098E+9	446.44148640972814E-3	0E+0
92E+0	20E+0	3.6224766101840095E+9	369.52958359528298E-3	0E+0
93E+0	20E+0	3.6224766104390097E+9	720.28589847131363E-3	0E+0
94E+0	20E+0	3.6224766106940098E+9	922.24186717282652E-3	0E+0
95E+0	20E+0	3.6224766109520097E+9	889.65191691187817E-3	0E+0
96E+0	20E+0	3.6224766112060099E+9	794.15374821419715E-3	0E+0
97E+0	20E+0	3.6224766114680095E+9	580.95630913070018E-3	0E+0
98E+0	20E+0	3.6224766117230096E+9	446.12180484860642E-3	0E+0
99E+0	20E+0	3.6224766119800096E+9	718.35723852680489E-3	0E+0
100E+0	20E+0	3.6224766122340097E+9	604.20430052404317E-3	0E+0
0E+0	21E+0	3.6224766124990096E+9	92.243345874017058E-3	0E+0
1E+0	21E+0	3.6224766127550096E+9	238.10942814919378E-3	0E+0
2E+0	21E+0	3.6224766130120096E+9	50.14211639318189E-3	0E+0
3E+0	21E+0	3.6224766132660098E+9	706.75352578783523E-3	0E+0
4E+0	21E+0	3.6224766135280099E+9	662.94758109243657E-3	0E+0
5E+0	21E+0	3.6224766137880096E+9	846.97050410996311E-3	0E+0
6E+0	21E+0	3.6224766140440097E+9	307.24022539703322E-3	0E+0
7E+0	21E+0	3.6224766142980099E+9	91.039521058331463E-3	0E+0
8E+0	21E+0	3.6224766145600095E+9	375.59200388286484E-3	0E+0
9E+0	21E+0	3.6224766148170099E+9	926.42589407014042E-3	0E+0
10E+0	21E+0	3.6224766150750098E+9	821.59154422979319E-3	0E+0
11E+0	21E+0	3.6224766153300099E+9	587.27704894007759E-3	0E+0
12E+0	21E+0	3.6224766155910096E+9	147.06964442302461E-3	0E+0
13E+0	21E+0	3.6224766158490095E+9	914.2512019105733E-3	0E+0
14E+0	21E+0	3.6224766161070099E+9	503.30084941067099E-3	0E+0
15E+0	21E+0	3.6224766163620095E+9	354.30264769079711E-3	0E+0
16E+0	21E+0	3.6224766166240096E+9	779.7472053562482E-3	0E+0
17E+0	21E+0	3.6224766168840098E+9	252.54294544153288E-3	0E+0
18E+0	21E+0	3.6224766171410098E+9	980.74264303664793E-3	0E+0
19E+0	21E+0	3.6224766173960099E+9	765.3853107270836E-3	0E+0
20E+0	21E+0	3.6224766176620097E+9	765.45742394351512E-3	0E+0
21E+0	21E+0	3.6224766179210095E+9	994.31984235326365E-3	0E+0
22E+0	21E+0	3.6224766181780095E+9	798.98380113925627E-3	0E+0
23E+0	21E+0	3.6224766184380097E+9	891.49360477598272E-3	0E+0
24E+0	21E+0	3.6224766186990099E+9	863.77572464933305E-3	0E+0
25E+0	21E+0	3.6224766189580097E+9	479.99691250924736E-3	0E+0
26E+0	21E+0	3.6224766192160096E+9	787.92253243271459E-3	0E+0
27E+0	21E+0	3.6224766194740095E+9	89.375652662715188E-3	0E+0
28E+0	21E+0	3.6224766197400098E+9	471.74249015174508E-3	0E+0
29E+0	21E+0	3.6224766199990096E+9	971.95943950731045E-3	0E+0
30E+0	21E+0	3.6224766202560096E+9	258.81105791945336E-3	0E+0
31E+0	21E+0	3.6224766205140095E+9	864.57858324475989E-3	0E+0
32E+0	21E+0	3.6224766207790098E+9	181.1045267167366E-3	0E+0
33E+0	21E+0	3.6224766210390096E+9	986.18239230698956E-3	0E+0
34E+0	21E+0	3.6224766212990098E+9	559.64173622293067E-3	0E+0
35E+0	21E+0	3.6224766215580096E+9	82.157480290744544E-3	0E+0
36E+0	21E+0	3.6224766218230095E+9	663.23308118741275E-3	0E+0
37E+0	21E+0	3.6224766220840096E+9	286.86868641635277E-3	0E+0
38E+0	21E+0	3.6224766223440099E+9	719.04114380344264E-3	0E+0
39E+0	21E+0	3.6224766226070099E+9	108.45726708267911E-3	0E+0
40E+0	21E+0	3.6224766228730097E+9	818.19050814160787E-3	0E+0
41E+0	21E+0	3.6224766231330099E+9	124.01061481657027E-3	0E+0
42E+0	21E+0	3.6224766233930097E+9	983.39428204359947E-3	0E+0
43E+0	21E+0	3.6224766236580095E+9	290.44211420707078E-3	0E+0
44E+0	21E+0	3.6224766239290099E+9	718.10260236710277E-3	0E+0
45E+0	21E+0	3.6224766241900096E+9	969.48182080611001E-3	0E+0
46E+0	21E+0	3.6224766244500098E+9	136.40914876964461E-3	0E+0
47E+0	21E+0	3.6224766247220097E+9	829.54817356650479E-3	0E+0
48E+0	21E+0	3.6224766249830098E+9	358.16805098883386E-3	0E+0
